,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,n_people
277,3,25,15,17,15,3,23,1,7,11,3
1804,16,14,4,5,9,4,24,8,27,7,4
4408,7,27,20,4,12,15,23,16,21,19,5
3536,7,8,17,14,5,3,9,9,23,4,3
3076,9,14,21,19,13,15,10,15,27,7,5
242,19,7,18,30,6,1,11,17,25,16,2
2747,18,21,9,28,7,1,27,9,16,11,7
711,6,19,3,9,17,11,24,1,27,10,7
3597,25,27,12,23,4,5,23,13,25,1,3
252,1,7,15,28,30,12,25,20,7,3,4
1518,10,1,25,9,7,12,24,26,11,23,4
3749,27,13,1,3,13,9,26,13,5,14,5
1161,19,21,11,3,25,8,19,27,8,18,5
104,15,15,11,17,3,7,9,23,27,26,2
1383,9,13,10,28,22,19,21,1,18,2,3
1710,14,5,13,11,17,1,15,7,28,16,5
4121,9,13,5,26,6,14,9,25,10,7,5
4722,14,12,12,28,23,1,30,10,29,17,3
646,16,17,6,25,6,6,13,2,5,12,6
715,11,18,16,27,29,21,29,13,1,3,7
899,25,21,5,25,5,4,9,27,9,10,4
2807,16,27,17,29,29,13,23,20,24,12,4
3490,9,5,7,6,17,13,29,27,5,21,5
2234,17,9,11,15,14,5,8,23,13,17,5
1941,19,5,16,11,27,28,21,25,19,20,4
2302,23,19,1,13,17,17,10,21,25,25,4
2798,27,19,3,1,9,8,7,25,29,15,5
128,18,5,22,22,27,21,7,1,20,16,6
4002,13,7,23,21,4,27,11,3,30,22,5
1945,16,7,27,29,4,6,8,29,17,25,7
3814,17,1,30,3,15,7,3,9,22,7,4
3812,11,29,5,19,1,26,5,17,17,9,4
3389,7,8,29,4,16,8,11,5,8,9,3
2974,17,13,7,21,12,1,23,7,18,11,3
2864,19,27,9,14,18,4,27,16,10,6,5
1745,23,9,1,30,29,14,13,18,14,9,4
4637,3,9,10,15,5,19,25,4,11,26,5
4503,3,11,1,7,13,3,30,11,5,21,4
803,7,9,2,19,4,17,9,27,29,5,4
1072,19,11,27,4,25,9,27,24,22,21,5
2737,1,23,25,21,11,17,4,3,29,8,5
1709,18,23,3,25,7,5,21,8,18,6,3
1595,1,16,16,5,12,25,18,10,4,12,2
1064,23,5,21,8,19,19,1,29,3,10,5
4676,24,13,5,6,3,23,15,29,26,7,4
3316,16,13,4,7,11,26,25,5,15,23,2
4861,23,15,1,23,7,8,25,17,21,9,4
3379,8,25,1,10,7,29,13,21,21,8,2
3164,25,17,4,14,28,9,4,13,7,3,4
2505,9,1,11,15,6,4,21,17,28,10,7
3166,14,17,25,1,12,28,21,9,16,21,4
3774,8,13,10,1,19,5,13,3,17,27,5
2993,2,5,19,15,28,22,6,10,18,1,7
2917,13,10,1,23,3,19,27,3,7,7,5
692,6,3,13,12,7,1,23,25,17,11,8
3347,18,2,9,1,11,5,8,18,25,14,3
1963,23,2,29,11,17,26,25,21,9,11,4
2173,11,21,21,15,9,11,22,27,27,19,4
3742,10,18,3,14,15,8,1,4,11,18,8
4597,25,17,9,1,8,29,28,5,4,15,5
4648,5,15,4,30,11,9,9,28,17,7,5
4808,13,20,18,13,3,7,13,19,9,8,6
3341,5,25,5,25,17,1,21,6,9,11,3
3223,9,19,5,17,12,19,1,18,21,30,4
3609,29,8,15,1,26,21,11,4,7,13,8
2840,24,7,1,11,3,21,30,13,5,12,3
59,13,6,3,10,9,27,6,15,25,10,4
4104,23,11,27,1,19,24,18,3,7,10,4
2057,13,4,23,6,1,18,8,18,11,12,4
1295,29,9,8,28,29,28,15,13,6,30,5
4588,5,29,7,10,6,27,1,8,23,19,2
1372,23,1,29,11,10,5,13,3,15,16,5
2673,6,26,19,25,28,13,13,29,1,27,4
3111,23,13,7,15,21,25,21,27,19,17,5
615,18,7,16,1,22,11,6,9,16,3,4
4455,3,5,4,1,19,17,25,26,28,10,5
3282,18,23,1,25,10,16,25,21,27,3,3
951,27,4,15,3,1,11,15,7,19,4,3
2706,5,9,8,2,29,25,15,13,7,11,3
3862,14,5,9,19,15,12,6,20,7,8,2
2886,27,3,7,12,1,15,30,25,4,23,3
415,9,1,6,3,24,26,16,4,13,7,5
1128,6,29,3,6,9,25,24,30,17,5,4
2448,10,3,8,19,9,25,3,30,8,3,2
4093,5,13,4,1,19,22,21,13,14,8,6
4089,21,1,29,6,5,18,6,16,17,3,7
2091,21,20,25,8,9,15,17,15,10,21,2
4766,3,25,2,17,15,11,9,7,16,14,3
4776,11,15,15,5,29,4,27,7,1,3,7
2250,25,9,1,7,14,6,23,29,27,12,6
4405,13,1,20,15,19,23,9,13,11,7,2
3601,25,26,11,28,29,14,4,15,1,6,4
3227,25,28,11,5,11,19,15,2,9,3,5
2705,9,7,15,1,19,6,5,12,23,21,4
478,3,9,4,18,8,21,27,7,8,6,5
788,7,6,29,14,18,9,13,4,30,4,4
3765,20,15,1,7,4,27,23,10,27,18,4
2242,3,21,19,17,1,29,23,4,21,22,7
3864,9,7,29,24,1,12,20,18,10,2,6
3841,25,6,3,16,13,3,1,3,4,24,4
4897,1,11,8,5,19,9,3,5,23,27,3
3498,7,24,16,16,22,5,28,8,3,3,4
4218,19,9,16,3,5,22,14,17,9,17,2
1534,17,13,17,3,5,22,8,1,3,10,2
3297,6,7,13,5,1,17,15,3,4,29,8
784,23,1,25,5,6,9,8,20,20,9,3
3429,7,29,23,12,18,18,1,23,17,26,2
306,2,27,15,21,17,12,7,18,13,25,6
1042,6,9,25,27,13,7,7,12,4,1,6
4393,11,29,6,1,15,24,9,9,3,11,5
2824,11,13,16,27,16,22,18,4,7,2,6
4613,5,10,1,22,16,15,2,22,27,3,3
4120,5,21,18,19,11,9,3,2,13,21,2
1537,1,16,9,5,29,15,8,15,19,9,4
426,11,12,19,7,19,29,3,3,20,29,6
22,19,11,1,25,19,5,28,7,23,8,6
2889,7,11,3,17,9,3,5,7,1,3,5
4739,15,9,9,11,23,14,7,11,30,23,4
554,17,5,15,5,16,1,11,5,4,16,3
3650,13,7,17,8,7,7,1,5,3,5,4
3740,9,1,8,25,23,13,10,3,19,9,3
2417,16,15,16,19,16,25,4,9,7,16,7
2194,5,26,1,6,23,10,19,17,19,5,4
375,4,5,24,13,1,25,19,27,5,17,3
1171,25,1,18,11,17,18,9,24,15,10,6
2527,27,17,14,15,13,27,13,3,5,1,3
3736,4,10,13,29,17,16,11,25,14,27,5
4472,7,1,29,17,15,13,21,8,29,14,5
2826,15,11,3,25,29,12,25,8,1,4,5
1437,15,11,3,1,10,27,17,17,15,14,4
2377,15,17,3,23,22,6,5,19,21,8,2
4354,7,3,8,3,21,3,17,23,1,4,4
733,1,16,19,16,9,15,23,10,7,14,4
3319,8,3,3,19,17,6,1,21,12,23,5
1234,17,7,23,27,9,16,1,29,7,9,3
4454,1,26,7,19,10,3,3,28,11,23,4
1717,5,5,19,7,21,27,9,1,6,10,5
1932,26,13,21,3,12,19,15,5,25,16,6
1899,10,10,9,13,15,8,19,4,29,3,7
3729,30,7,26,7,11,1,25,14,5,23,4
2841,7,1,29,13,29,3,11,7,5,3,5
4625,9,5,21,1,19,15,21,12,14,7,3
3943,15,1,13,6,7,24,27,17,11,9,4
88,18,23,26,12,5,23,1,29,27,23,4
3119,1,7,12,12,26,10,4,11,19,14,4
4786,29,5,17,6,25,27,27,6,20,25,4
1692,11,5,15,7,13,20,10,29,3,25,5
596,27,25,11,15,10,13,1,19,3,14,4
2768,10,15,3,1,15,3,22,19,17,21,4
4208,15,1,5,6,29,6,3,13,27,6,4
1683,4,10,23,4,11,12,13,1,18,9,6
3802,12,21,9,25,27,17,5,6,25,7,3
248,11,25,8,14,8,27,3,15,13,17,5
4416,10,15,11,7,14,15,28,17,27,8,8
1005,11,23,15,3,5,3,21,17,6,17,5
700,6,5,17,11,18,27,25,5,3,30,7
3486,12,11,8,4,13,14,11,21,7,17,2
4341,28,29,6,19,23,30,27,19,28,11,4
2128,13,3,29,1,13,16,27,19,4,29,3
4903,18,15,23,1,21,24,26,25,17,19,3
441,11,5,15,4,19,9,21,20,1,12,4
2686,12,8,27,13,8,7,4,27,28,9,5
2067,21,21,7,23,4,24,10,17,11,4,5
385,10,27,19,29,2,25,11,20,30,27,6
3889,18,6,29,5,8,27,18,23,23,3,4
2839,3,13,9,23,12,17,29,19,5,21,5
1149,19,5,23,3,11,7,1,29,15,8,3
4115,27,7,7,29,25,4,26,10,10,11,4
809,2,27,1,5,14,14,21,4,5,8,2
3682,18,11,15,8,19,5,7,12,5,29,5
2728,3,24,15,24,28,1,13,16,29,21,2
1288,3,17,23,17,25,23,25,8,9,16,3
1252,3,10,9,9,1,5,13,6,12,5,3
638,9,6,4,15,1,8,21,10,23,10,3
2512,10,21,1,18,13,11,28,17,3,3,3
2762,1,27,12,19,6,3,9,12,17,10,8
941,8,28,6,24,24,25,4,17,27,1,4
808,17,13,3,1,28,5,29,10,27,15,3
917,19,11,3,15,4,6,19,8,16,15,4
3968,4,16,19,7,15,8,3,25,21,13,2
2734,13,11,24,27,25,4,16,1,15,20,6
1018,6,21,17,13,17,9,10,17,29,5,4
4593,16,17,1,17,29,5,11,2,14,20,6
367,7,17,16,9,5,9,6,10,30,19,2
1841,5,7,13,19,27,19,24,6,9,10,3
2576,3,13,7,26,18,17,4,8,27,19,4
2040,9,15,5,8,5,23,6,21,3,14,5
2390,21,14,5,27,7,10,25,8,15,21,3
3334,6,1,5,17,3,3,15,15,8,29,3
2710,1,2,23,7,22,3,17,18,13,23,4
2037,29,6,29,27,8,14,28,8,30,1,7
1460,2,3,4,23,19,25,20,11,19,13,6
2257,19,27,9,27,13,7,23,26,6,9,4
2579,25,9,29,9,15,11,15,1,10,23,2
2015,8,17,13,10,17,19,9,25,15,5,7
1036,9,4,29,12,3,12,3,1,10,17,5
2791,9,21,17,21,8,10,11,4,15,15,3
4432,27,1,29,15,4,9,7,27,22,7,4
914,29,1,19,23,6,17,30,23,4,25,6
4740,3,21,1,5,4,19,13,24,9,11,7
2031,17,1,11,25,9,28,21,3,23,23,8
3821,3,12,8,10,5,29,18,15,4,10,7
4274,3,17,11,5,26,4,23,23,4,21,5
2660,9,27,19,5,13,10,13,1,14,25,2
3860,19,10,30,5,6,17,18,17,9,30,4
1431,16,3,4,16,17,4,3,30,10,25,4
4213,26,12,9,5,4,7,5,21,11,16,4
1770,23,15,1,8,13,25,30,5,20,16,5
657,16,25,15,8,7,14,25,18,6,17,4
4080,17,12,23,21,12,5,9,7,7,5,4
4815,15,13,21,21,3,11,3,5,29,5,6
345,21,15,11,29,19,14,21,9,7,12,4
953,15,23,9,17,11,4,21,6,18,3,3
3149,15,27,18,1,7,24,12,11,6,13,4
1698,21,4,26,11,17,15,20,1,13,17,4
1959,16,9,29,9,26,19,26,17,25,9,7
3937,18,7,17,21,27,19,1,11,23,23,5
2391,11,9,6,5,3,1,5,10,19,30,2
3879,11,15,12,25,11,3,5,26,9,8,3
4801,16,7,3,12,5,5,7,27,12,10,2
4866,1,21,15,8,23,29,7,3,3,28,8
431,5,6,12,1,9,9,19,23,8,10,7
4382,29,21,13,27,1,17,15,14,13,3,4
1190,3,16,9,17,5,19,30,17,9,25,7
4261,4,13,10,11,11,5,3,4,30,6,3
1097,18,17,3,18,7,1,9,19,23,21,7
4034,27,17,29,24,1,12,9,22,13,28,6
3441,13,29,6,19,17,16,25,20,1,23,4
3680,21,28,8,19,4,15,27,12,3,14,7
2373,1,19,27,25,24,8,3,19,27,17,3
4143,6,3,7,5,3,28,20,15,15,19,4
2097,9,23,22,21,13,8,10,17,11,8,7
1606,16,19,15,14,17,23,11,19,17,11,4
462,25,18,1,10,25,10,23,9,7,3,6
3465,9,25,29,27,15,11,7,26,29,6,6
4267,19,5,15,30,5,7,27,11,12,26,4
4602,25,1,19,5,15,27,30,16,6,19,4
1411,17,7,10,5,21,27,16,1,24,7,6
1881,16,15,4,23,13,7,9,20,18,10,4
1777,9,29,17,10,18,3,5,3,5,23,2
2857,19,21,5,11,7,29,10,27,12,18,3
3519,1,3,3,20,27,13,10,7,5,13,8
2578,14,1,17,7,6,30,4,23,13,18,6
633,5,16,29,9,1,13,17,16,19,3,7
3933,3,29,10,20,19,1,14,5,21,27,4
2669,7,29,5,25,3,17,13,9,9,6,4
100,13,3,25,1,7,23,27,29,16,8,6
2401,21,25,7,8,23,17,7,14,6,15,4
3578,25,25,18,1,9,23,17,3,13,13,5
1888,19,17,29,8,15,3,3,15,1,23,6
2006,11,17,12,1,7,7,5,6,21,11,5
993,15,7,9,19,13,14,5,4,11,9,5
4406,17,1,29,3,22,21,22,11,2,12,3
468,17,14,4,19,27,12,18,17,3,23,4
